,transaction_ID,transaction_type,transaction_date,transaction_status,transferring_registry,transferring_account_type,transferring_account_name,transferring_account_ID,transferring_account_holder,acquiring_registry,acquiring_account_type,acquiring_account_name,acquiring_account_ID,acquiring_account_holder,units
1476,EU519476,10-2,2019-04-26 09:39:40.2,Completed,Slovakia,100,"COM-therm, spol. s r.o.",5003967,"COM-therm, spol. s r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,14678
1477,EU519452,10-2,2019-04-26 09:35:56.314,Completed,Spain,100,"ALIER, S.A.",5009007,"ALIER, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,106571
1478,EU519469,10-2,2019-04-26 09:35:53.225,Completed,Norway,100,Drammen Fjernvarme AS,5012219,Drammen Fjernvarme AS,European Commission,100,EU Allowance deletion,5016380,European Commission,5009
1479,EU519429,10-2,2019-04-26 09:34:19.652,Completed,Poland,100,Skoczowska Energetyka Cieplna,5003591,CNR Spółka z ograniczoną odpowiedzialnością Skoczowska Energetyka Cieplna Sp.k.,European Commission,100,EU Allowance deletion,5016380,European Commission,20108
1480,EU519473,10-72,2019-04-26 09:30:41.404,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Netherlands,100,RWE Eemshaven Centrale,5022625,RWE Eemshaven Holding II B.V.,358601
1481,EU519306,10-71,2019-04-26 09:29:40.81,Completed,Netherlands,100,RWE Eemshaven Centrale,5022625,RWE Eemshaven Holding II B.V.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,358601
1482,EU519397,10-2,2019-04-26 09:28:50.713,Completed,Hungary,100,Operator Account:HU15,5011655,Bakonyi Erõmû Zrt.,European Commission,100,EU Allowance deletion,5016380,European Commission,78877
1483,EU518289,10-2,2019-04-26 09:27:57.202,Completed,Netherlands,100,"A.C. Hartman BV, locatie Sexbierum",5011584,A.C. Hartman B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,28522
1484,EU519461,10-2,2019-04-26 09:22:09.936,Completed,Czech Republic,100,Spolana - Závod Energetika,5006960,SPOLANA s.r.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,203618
1485,EU518657,10-2,2019-04-26 09:21:32.99,Completed,Finland,100,Kraftnät Åland Ab:FI655,5010679,Kraftnät Åland Ab,European Commission,100,EU Allowance deletion,5016380,European Commission,198
1486,EU513966,10-2,2019-04-26 09:18:02.132,Completed,Hungary,100,Hamburger Hungária Kft Dunaújváros,5011886,HAMBURGER Hungária Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,322258
1487,EU518747,10-2,2019-04-26 09:12:54.071,Completed,Estonia,100,EURODEK SYNERGY:EE66,5016358,Vesta Terminal Tallinn OÜ,European Commission,100,EU Allowance deletion,5016380,European Commission,5196
1488,EU519394,4-0,2019-04-26 09:10:42.622,Completed,Germany,100,Fokus Zukunft GmbH & Co.KG,5025499,Fokus Zukunft GmbH & Co. KG,European Commission,230,EU Cancellation Account Period 2,5022673,EUROPEAN UNION,11
1489,EU519456,10-72,2019-04-26 09:09:09.008,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Aludium Transformación de Productos, S.L.- Amorebieta",5018273,"Aludium Transformación de Productos, S.L.U.",1673
1490,EU515316,10-71,2019-04-26 09:08:20.085,Completed,Spain,100,"Aludium Transformación de Productos, S.L.- Amorebieta",5018273,"Aludium Transformación de Productos, S.L.U.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1673
1491,EU519350,10-2,2019-04-26 09:06:58.102,Completed,France,100,Yara France Usine du Havre,5005734,YARA FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,694039
1492,EU517972,10-2,2019-04-26 09:04:07.756,Completed,Germany,100,Brauerei Beck & Co. GmbH,5015840,Brauerei Beck GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,22479
1493,EU507813,10-2,2019-04-26 09:02:36.792,Completed,Germany,100,521 - Anlagenkonto PM 1,5015372,Sofidel Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,4939
1494,EU519400,10-2,2019-04-26 09:01:54.419,Completed,Spain,100,"Aludium Transformación de Productos, S.L.- Amorebieta",5018273,"Aludium Transformación de Productos, S.L.U.",European Commission,100,EU Allowance deletion,5016380,European Commission,37175
1495,EU507818,10-2,2019-04-26 09:01:12.496,Completed,Germany,100,527 - Anlagenkonto PM5,5015438,Sofidel Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,3340
1496,EU507834,10-2,2019-04-26 08:59:40.464,Completed,Germany,100,2109 - Anlagenkonto Delipapier,5015697,Sofidel Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,22159
1497,EU519443,10-72,2019-04-26 08:57:21.938,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,SUNDESHY- Site de Noirlieu,5022267,SUNDESHY,412
1498,EU507846,10-2,2019-04-26 08:57:13.85,Completed,Germany,100,2076 - Anlagenkonto PM2,5015661,Sofidel Germany GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,10318
1499,EU519384,10-2,2019-04-26 08:57:10.432,Completed,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,European Commission,100,EU Allowance deletion,5016380,European Commission,10000
1500,EU519417,10-71,2019-04-26 08:56:33.286,Completed,France,100,SUNDESHY- Site de Noirlieu,5022267,SUNDESHY,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,412
1501,EU519441,10-72,2019-04-26 08:56:23.56,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,SUNDESHY- Site de Soudron,5022268,SUNDESHY,640
1502,EU519419,10-71,2019-04-26 08:55:25.44,Completed,France,100,SUNDESHY- Site de Soudron,5022268,SUNDESHY,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,640
1503,EU519408,10-2,2019-04-26 08:50:13.541,Completed,Poland,100,Kotłownia Zakładowa,5002694,HGBS FINANSE S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,4106
1504,EU519314,10-2,2019-04-26 08:47:52.454,Completed,Germany,100,MVV Enamic GmbH Fernheizwerk II Tübingen,5014610,MVV Enamic GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,4130
1505,EU519389,10-2,2019-04-26 08:47:44.935,Completed,Czech Republic,100,Papírna APIS s.r.o.,5027201,"Papírna APIS, s.r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,2781
1506,EU519431,10-72,2019-04-26 08:45:21.252,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,MVV Enamic Korbach GmbH,5015986,MVV Enamic Korbach GmbH,2132
1507,EU519305,10-71,2019-04-26 08:44:32.699,Completed,Germany,100,MVV Enamic Korbach GmbH,5015986,MVV Enamic Korbach GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,2132
1508,EU519427,10-72,2019-04-26 08:41:25.795,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,MVV Industriepark Gersthofen GmbH,5013925,MVV Industriepark Gersthofen GmbH,5260
1509,EU519304,10-71,2019-04-26 08:40:36.736,Completed,Germany,100,MVV Industriepark Gersthofen GmbH,5013925,MVV Industriepark Gersthofen GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,5260
1510,EU518932,10-2,2019-04-26 08:37:03.424,Completed,Lithuania,100,AB Panevezio stiklas,5006008,AB Panevezio stiklas,European Commission,100,EU Allowance deletion,5016380,European Commission,16536
1511,EU519411,10-72,2019-04-26 08:32:18.188,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,SUNDESHY- Site de Francheville,5022266,SUNDESHY,1475
1512,EU517946,10-71,2019-04-26 08:31:29.023,Completed,France,100,SUNDESHY- Site de Francheville,5022266,SUNDESHY,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1475
1513,EU518044,10-2,2019-04-26 08:29:41.054,Completed,France,100,SUNDESHY- Site de Francheville,5022266,SUNDESHY,European Commission,100,EU Allowance deletion,5016380,European Commission,32776
1514,EU518048,10-2,2019-04-26 08:28:41.24,Completed,France,100,SUNDESHY- Site de Noirlieu,5022267,SUNDESHY,European Commission,100,EU Allowance deletion,5016380,European Commission,9148
1515,EU518056,10-2,2019-04-26 08:27:38.56,Completed,France,100,SUNDESHY- Site de Soudron,5022268,SUNDESHY,European Commission,100,EU Allowance deletion,5016380,European Commission,14236
1516,EU519295,10-2,2019-04-26 08:27:37.678,Completed,Spain,100,"Tolsa, S.A.",5009466,"TOLSA, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,35752
1517,EU519391,10-2,2019-04-26 08:12:46.257,Completed,Poland,100,Ciepłownia Śrem,5003357,Ciepłownia Śrem Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,29626
1518,EU519396,10-2,2019-04-26 08:06:14.517,Completed,Poland,100,Huta szkła,5003806,Huta szkła,European Commission,100,EU Allowance deletion,5016380,European Commission,24873
1519,EU519365,10-2,2019-04-26 08:03:34.143,Completed,Spain,100,"Montefibre Hispania, S.A.",5027123,"Montefibre Hispania, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,194963
1520,EU519395,10-2,2019-04-26 08:02:32.382,Completed,Austria,100,Breitenfelder Edelstahl Mitterdorf,5004048,Breitenfeld Edelstahl AG,European Commission,100,EU Allowance deletion,5016380,European Commission,20287
1521,EU519236,10-2,2019-04-26 08:01:37.964,Completed,Finland,100,Kaipiaisten höyrylämpökeskus,5010793,Lantmännen Agro Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,4146
1522,EU518906,10-2,2019-04-26 08:01:26.384,Completed,Germany,100,FHW Dinslaken-Innenstadt,5014306,Fernwärmeversorgung Niederrhein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,171
1523,EU518910,10-2,2019-04-26 07:58:55.376,Completed,Germany,100,FHW Moers,5014294,Fernwärmeversorgung Niederrhein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,712
1524,EU518913,10-2,2019-04-26 07:57:27.035,Completed,Germany,100,FHW Dortmund-Scharnhorst,5014287,Fernwärmeversorgung Niederrhein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,782
1525,EU518915,10-2,2019-04-26 07:55:41.155,Completed,Germany,100,FHW Dortmund-Bodelschwingh,5024009,Fernwärmeversorgung Niederrhein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,10463
1526,EU519017,10-2,2019-04-26 07:39:47.126,Completed,Norway,100,Equinor ASA Åsgardfeltet,5012292,Equinor ASA,European Commission,100,EU Allowance deletion,5016380,European Commission,868606
1527,EU519021,10-2,2019-04-26 07:36:02.283,Completed,Norway,100,Equinor ASA Statfjordfeltet,5012298,Equinor ASA,European Commission,100,EU Allowance deletion,5016380,European Commission,816051
1528,EU519334,10-2,2019-04-26 07:11:12.932,Completed,Austria,100,Stw Heizwerk Süd Klagenfurt,5004100,Energie Klagenfurt GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,2
1529,EU506985,10-2,2019-04-26 05:38:30.705,Completed,Austria,100,Semperit Technische Produkte Wimpassing,5004198,Semperit Technische Produkte Gesellschaft m.b.H.,European Commission,100,EU Allowance deletion,5016380,European Commission,15738
1530,EU518793,10-2,2019-04-26 03:19:37.614,Completed,Netherlands,100,China Airlines Ltd.,5016456,China Airlines Ltd.,European Commission,100,EU Allowance deletion,5016380,European Commission,2511
1531,EU517475,10-2,2019-04-26 03:10:55.418,Completed,Sweden,100,Occidental Petroleum,5023972,Occidental Petroleum,European Commission,100,EU Allowance deletion,5016380,European Commission,12
1532,EU519388,10-72,2019-04-26 02:04:25.124,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,Spalanie paliw,5024825,BGW Sp. z o.o.,2059
1533,EU519379,10-71,2019-04-26 02:03:35.277,Completed,Poland,100,Spalanie paliw,5024825,BGW Sp. z o.o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,2059
1534,EU519380,10-2,2019-04-26 02:01:17.789,Completed,Poland,100,Spalanie paliw,5024825,BGW Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,43713
1535,EU518448,10-2,2019-04-25 23:52:27.927,Completed,Poland,100,Instalacja do produkcji papieru,5028024,Schumacher Packaging Zakład Grudziądz Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,80
1536,EU518377,10-2,2019-04-25 22:51:06.859,Completed,Czech Republic,100,Teplárna Otrokovice - Teplárna,5006850,Teplárna Otrokovice a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,365686
1537,EU519386,10-72,2019-04-25 21:40:00.365,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Germany,100,United Parcel Service Co,5000339,United Parcel Service Co.,2407
1538,EU518047,10-71,2019-04-25 21:39:07.935,Completed,Germany,100,United Parcel Service Co,5000339,United Parcel Service Co.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,2407
1539,EU519383,10-2,2019-04-25 21:00:37.066,Completed,France,100,HOP!,5022826,HOP!,European Commission,100,EU Allowance deletion,5016380,European Commission,437830
1540,EU519316,10-2,2019-04-25 20:55:56.46,Completed,Finland,100,Rauman tehdas:FI323,5010379,Metsä Fibre Oy,European Commission,100,EU Allowance deletion,5016380,European Commission,83412
1541,EU516036,10-2,2019-04-25 20:51:04.062,Completed,Germany,100,Stahlwerk,5015761,ArcelorMittal Hamburg GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,82889
1542,EU516039,10-2,2019-04-25 20:49:59.823,Completed,Germany,100,Reduktionsanlage,5021139,ArcelorMittal Hamburg GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,273096
1543,EU516040,10-2,2019-04-25 20:48:58.126,Completed,Germany,100,Walzwerk,5021140,ArcelorMittal Hamburg GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,44761
1544,EU519382,10-72,2019-04-25 20:44:44.056,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,France,100,HOP!,5022826,HOP!,6567
1545,EU519377,10-71,2019-04-25 20:43:52.942,Completed,France,100,HOP!,5022826,HOP!,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,6567
1546,EU519355,10-2,2019-04-25 20:22:04.996,Completed,Spain,100,DS SMITH SPAIN S.A. - Instalación de Alcolea de Cinca,5009883,DS SMITH SPAIN S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,69730
1547,EU517719,10-2,2019-04-25 20:03:23.53,Completed,Germany,100,Novelis Recycling,5024050,Novelis Sheet Ingot GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,117641
1548,EU518938,10-2,2019-04-25 19:51:16.929,Completed,Sweden,100,West Atlantic Sweden AB,5000502,West Atlantic Sweden AB,European Commission,100,EU Allowance deletion,5016380,European Commission,20659
1549,EU505188,10-2,2019-04-25 19:45:37.765,Completed,France,100,KRONOSPAN Auxerre,5022248,KRONOSPAN SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,3617
1550,EU505193,10-2,2019-04-25 19:44:33.829,Completed,France,100,KRONOSPAN Le Creusot,5022489,KRONOSPAN SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,4430
1551,EU519367,10-2,2019-04-25 19:31:26.823,Completed,Spain,100,"Papelera del Principado, S.A. + Cogeneración del Plá, S.A.",5009814,"Papelera del Principado, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,48978
1552,EU519364,10-2,2019-04-25 19:27:15.434,Completed,Ireland,100,Operator Account,5011973,Dairygold Co-Operative Society Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,26727
1553,EU519357,10-2,2019-04-25 18:30:29.198,Completed,Spain,100,"Textil Santanderina, S.A.",5009691,"TEXTIL SANTANDERINA, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,28516
1554,EU517029,10-2,2019-04-25 18:26:36.587,Completed,Germany,100,1861 - Anlagenkonto,5015420,bayernugs GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,6284
1555,EU519352,10-2,2019-04-25 18:21:50.715,Completed,Poland,100,Smartwings Poland Sp. z o.o.,5019702,Smartwings Poland Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,74261
1556,EU519347,10-72,2019-04-25 18:08:36.629,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,348 Electrabel - Knippegroen,5004361,Electrabel,19905
1557,EU518989,10-71,2019-04-25 18:07:37.822,Completed,Belgium,100,348 Electrabel - Knippegroen,5004361,Electrabel,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,19905
1558,EU519345,10-72,2019-04-25 18:07:37.799,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,090 Electrabel Turbo Jet back up Deux Acren,5004489,Electrabel,15
1559,EU518993,10-71,2019-04-25 18:06:38.98,Completed,Belgium,100,090 Electrabel Turbo Jet back up Deux Acren,5004489,Electrabel,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,15
1560,EU519343,10-72,2019-04-25 18:05:42.817,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Poland,100,Smartwings Poland Sp. z o.o.,5019702,Smartwings Poland Sp. z o.o.,1583
1561,EU518437,10-71,2019-04-25 18:04:46.16,Completed,Poland,100,Smartwings Poland Sp. z o.o.,5019702,Smartwings Poland Sp. z o.o.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,1583
1562,EU519282,10-2,2019-04-25 18:04:40.159,Completed,Ireland,100,Microsoft Ireland Operations Limited,5025402,Microsoft Ireland Operations Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,1101
1563,EU519327,10-2,2019-04-25 17:52:49.261,Completed,Romania,100,Operator Account,5010026,SC CET Govora SA,European Commission,100,EU Allowance deletion,5016380,European Commission,100000
1564,EU518254,10-0,2019-04-25 17:52:17.911,Completed,Czech Republic,100,UNIPETROL - Petrochemie,5006694,ORLEN Unipetrol RPA s.r.o.,Czech Republic,100,ORLEN Unipetrol RPA s.r.o.,5006847,ORLEN Unipetrol RPA s.r.o.,107166
1565,EU519326,10-2,2019-04-25 17:51:29.719,Completed,Germany,100,468 - Anlagenkonto,5014677,Alten Ziegelei  GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,47
1566,EU518124,10-0,2019-04-25 17:49:49.195,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Ireland,100,Amazon Data Services Ireland Limited,5025901,Amazon Data Services Ireland Limited,148
1567,EU518286,10-0,2019-04-25 17:47:18.414,Completed,Bulgaria,100,Keramat -Kaspichan,5016127,"KERAMAT AD,Kaspichan",Bulgaria,100,LYBRA ENERGY,5023501,Либра Енерджи ЕООД,5000
1568,EU518119,10-0,2019-04-25 17:47:04.595,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Ireland,100,Amazon Dub 8 Operator Holding Account,5023813,Amazon Data Services Ireland Limited,341
1569,EU518125,10-0,2019-04-25 17:46:28.732,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Ireland,100,Amazon Dub 56 Operator Holding Account,5027012,Amazon Data Services Ireland Limited,3171
1570,EU518134,10-0,2019-04-25 17:44:47.18,Completed,Bulgaria,100,Toplofikacia Sofia EAD – Sofia Iztok,5016193,Toplofikacia Sofia EAD,Bulgaria,100,Toplofikacia Sofia EAD-TEC Sofia,5016194,Toplofikacia Sofia EAD,232235
1571,EU518139,10-0,2019-04-25 17:43:36.398,Completed,Bulgaria,100,Toplofikacia Sofia EAD – Sofia Iztok,5016193,Toplofikacia Sofia EAD,Bulgaria,100,Toplofikacia Sofia EAD-OC Zemliane,5016196,Toplofikacia Sofia EAD,91145
1572,EU518817,10-2,2019-04-25 17:34:04.31,Completed,Spain,100,Planta Solar Térmica Solnova 3,5008853,"Solnova Electricidad Tres, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1077
1573,EU519245,10-2,2019-04-25 17:32:29.645,Completed,Spain,100,Planta Solar Térmica PS 20,5008788,Solar Processes S.A,European Commission,100,EU Allowance deletion,5016380,European Commission,942
1574,EU519251,10-2,2019-04-25 17:31:39.342,Completed,Spain,100,Planta Solar Térmica Solnova 1,5009154,"Solnova Electricidad, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1200
1575,EU518149,10-0,2019-04-25 17:31:28.437,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,France,100,SIORAT GRANDS TRAVAUX ASTEC,5026707,SIORAT,1796
1576,ES1065611,3-0,2019-04-25 17:30:54.904,Completed,Spain,120,"Termesol-50, S.A.U",1008801,"Termesol-50, S.A.U",Spain,100,"Termesol-50, S.A.U",5009163,"Termesol-50, S.A.U",64
1577,ES1065612,3-0,2019-04-25 17:30:54.811,Completed,Spain,120,"ARCOSOL-50, S.A.U.",1008800,"ARCOSOL-50, S.A.U.",Spain,100,"ARCOSOL-50, S.A.U.",5009741,"ARCOSOL-50, S.A.U.",86
1578,EU517629,10-0,2019-04-25 17:30:22.651,Completed,Czech Republic,100,Pražská teplárenská - Teplárna Malešice,5006866,Pražská teplárenská a.s.,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",60000
1579,EU519259,10-2,2019-04-25 17:29:55.146,Completed,Spain,100,Planta Solar Térmica Solnova 4,5009513,"Solnova Electricidad Cuatro, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1260
1580,EU514315,10-2,2019-04-25 17:29:53.518,Completed,Slovakia,100,"Smartwings Slovakia, s.r.o.",5016783,"Smartwings Slovakia, s.r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,12071
1581,EU519265,10-2,2019-04-25 17:29:04.292,Completed,Spain,100,Helioenergy 1,5009839,"Helioenergy Electricidad Uno, S.A",European Commission,100,EU Allowance deletion,5016380,European Commission,1490
1582,EU518205,10-0,2019-04-25 17:28:53.77,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,France,100,SIORAT GRANDS TRAVAUX ASTEC,5026707,SIORAT,411
1583,EU519307,10-2,2019-04-25 17:28:41.198,Completed,Germany,100,713 - Anlagenkonto,5014548,KBC Fashion GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,10046
1584,EU518691,10-2,2019-04-25 17:28:17.429,Completed,Spain,100,"Heineken España, S.A. - Nueva Fábrica de Sevilla",5008839,"Heineken España, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,328
1585,EU519270,10-2,2019-04-25 17:28:09.003,Completed,Spain,100,"Sociedad Helioenergy Electricidad Dos, S.A",5009841,"Helioenergy Electricidad Dos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1421
1586,EU518215,10-0,2019-04-25 17:28:00.866,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Italy,100,GCRSPA1,5021721,Gruppo Ceramiche Ricchetti spa,1463
1587,EU519274,10-2,2019-04-25 17:26:24.845,Completed,Spain,100,Solacor 1,5019241,"Solacor Electricidad Uno, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1626
1588,EU519317,10-2,2019-04-25 17:26:04.045,Completed,Germany,100,SUNDAIR,5027288,SUNDAIR GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,479
1589,EU519277,10-2,2019-04-25 17:25:33.779,Completed,Spain,100,Solacor 2,5019243,"Solacor Electricidad Dos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1157
1590,EU519278,10-2,2019-04-25 17:24:17.223,Completed,Spain,100,"Helios I Hyperion Energy Investments, S.A.",5018562,"Helios I Hyperion Energy Investments, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1360
1591,EU514296,10-2,2019-04-25 17:20:33.057,Completed,Czech Republic,100,České aerolinie a.s.,5017425,České aerolinie a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,192498
1592,EU519283,10-2,2019-04-25 17:20:30.827,Completed,Spain,100,"Helios II Hyperion Energy Investments, S.A.",5018602,"Helios II Hyperion Energy Investments, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1474
1593,EU519286,10-2,2019-04-25 17:19:29.955,Completed,Spain,100,"Solaben Electricidad Uno, S.A.",5022806,"Solaben Electricidad Uno, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,2052
1594,EU519288,10-2,2019-04-25 17:18:32.842,Completed,Spain,100,"Solaben Electricidad Dos, S.A.",5019253,"Solaben Electricidad Dos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1038
1595,EU514304,10-2,2019-04-25 17:17:53.05,Completed,Czech Republic,100,"Smartwings, a.s.",5017503,"Smartwings, a.s.",European Commission,100,EU Allowance deletion,5016380,European Commission,310319
1596,EU519292,10-2,2019-04-25 17:16:05.755,Completed,Spain,100,"Solaben Electricidad Tres, S.A.",5019255,"Solaben Electricidad Tres, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,962
1597,EU511019,10-2,2019-04-25 17:08:08.697,Completed,Ireland,100,Aurivo Dairy Ingredients Operator Holding Account,5012044,Aurivo Dairy Ingredients Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,22806
1598,EU518251,10-0,2019-04-25 17:07:22.415,Completed,Romania,100,Operator Account,5010111,SC CHIMCOMPLEX SA BORZESTI - Sucursala Ramnicu Valcea,Romania,100,Operator Account,5010026,SC CET Govora SA,100000
1599,EU518236,10-2,2019-04-25 17:07:17.721,Completed,France,100,SCB,5005694,SOCIETE DE COGENERATION DU BOURRAY,European Commission,100,EU Allowance deletion,5016380,European Commission,37426
1600,EU519294,10-2,2019-04-25 17:05:29.105,Completed,Spain,100,"Solaben Electricidad Seis, S.A.",5022807,"Solaben Electricidad Seis, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,1097
1601,EU518991,10-2,2019-04-25 17:03:55.689,Completed,Austria,100,ATMOSA Petrochemie GmbH,5021974,"""ATMOSA"" Petrochemie GmbH",European Commission,100,EU Allowance deletion,5016380,European Commission,27768
1602,EU518246,10-0,2019-04-25 17:00:40.713,Completed,Germany,100,Etex Building Performance GmbH - Siniat Werk Peitz,5020051,Etex Building Performance GmbH,Germany,100,Etex Building Performance GmbH - Siniat Werk Hartershofen,5019748,Etex Building Performance GmbH,5000
1603,EU519037,10-2,2019-04-25 16:53:12.309,Completed,France,100,SETHELEC - usine SMURFIT LIMOUSIN,5005396,SETHELEC,European Commission,100,EU Allowance deletion,5016380,European Commission,12469
1604,EU519297,10-2,2019-04-25 16:47:54.514,Completed,Germany,100,716 - Anlagenkonto,5014575,B+T Horn Energie GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,5000
1605,EU514840,10-2,2019-04-25 16:46:50.476,Completed,Austria,100,Ziegelwerk Pichler Wels,5004148,Ziegelwerk Pichler Wels Gesellschaft m.b.H.,European Commission,100,EU Allowance deletion,5016380,European Commission,19873
1606,EU519302,10-2,2019-04-25 16:46:43.933,Completed,Czech Republic,100,"KRONOSPAN CR, spol. s r.o.",5006957,"KRONOSPAN CR, spol s r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,19345
1607,EU514842,10-2,2019-04-25 16:44:36.364,Completed,Austria,100,Ziegelwerk Pichler Neuhofen,5004180,Ziegelwerk Pichler Wels Gesellschaft m.b.H.,European Commission,100,EU Allowance deletion,5016380,European Commission,2121
